State - Reg,State Abv,State Name,Reg Classification,Regulation Archived,Product Types regulated,Product Use Method,N-P-K Trigger,Claim Triggers,Package Size Trigger,Microbes Included,Tonnage Reporting Req?,Regulation,Frequency,Renewal Month,Initial Cost/Unit,Renewal Cost/Unit,TON Cost/Unit,Fee Unit,Min Ton Fee,Late Fee,State Contact (SC),SC Email Address,Office Mgr (Team lead),Office Mgr Email Address,Office Phone,Office Email,Check Payee,New Reg Method,New Registration Form or Portal,New Reg Sub Docs,New Reg Turnaround,Minimum Days Before Follow-up,New Reg Difficulty,Efficacy Requirements,In-state trials,Labs Required For Reg?,Test Frequency,Heavy Metals Test,Pathogen Analysis,Renewal Method,Renewal Sub Docs,Label Update Submission Method,Renewal Form or Portal,Tonnage Submission Method,Tonnage Form or Portal,Regulator Web Address,New Reg Trigger,Adjuvant Req,Discontinuance Period,Notes,Address Line 1,Address Line 2,Address Line 3,Mailing City,Mailing State,Mailing Zip,Delta Classification,Registration Tracking copy,Client Logins,Registration Tracking copy copy,Labeling Requirements,New Registration Notes,Client List,Tonnage Month,Renewal Season
PA-Fertilizer,PA,Pennslyvania,Fertilizer,,Fertilizer,N/A,> 0,,,No,Yes,Registration,Annual,06,$25.00,$25.00,,$/Registration,,,David Dressler,davdressle@pa.gov,,,(717) 787-4737,davdressle@pa.gov,,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,"Label,SDS",3 Months,30,Easy,,,,,,,Online Portal,Updated labels,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,,,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,"Name Change,Guarantee Change,Registrant Change",,,,PA Dept of Ag / Plant Industry,Div. Agrinomic and Reg Svcs,2301 North Cameron Street,Harrisburg,PA,17110,Fertilizer,"25,393,446,447,448,512,513,514,515,2047,2048,3009,3074,3140,3203,3266,3329,3454,3517,3611,3739,3803,3867,3931,4053,4119,4183,4247,4324,4388,4459,4523,4642,4706,4770,4834,4899,4963,5027,5155,5453,5522,5841,6371,6841,6842,6843,7986,8654,8725,8767,9072,9138,9204,9666,9667,9668,9669,9670,9671,9672,9673,9674,9675,9676,9677,9678,9679,9992,10320,10326,11169,11272,11375,11478,12800,12921,12922,12924,12925,13146,13274,13275,13276,13277,13465,13494,13733","VER-PA-ALL NON-PEST-ALL,NLS-PA-ALL NON-PEST-ALL,MAN-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,ABM-PA-ALL NON-PEST-ALL,GWB-PA-ALL NON-PEST-ALL,COR-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,AGR-PA-ALL NON-PEST-ALL,EEA-PA-ALL NON-PEST-ALL,BOR-PA-ALL NON-PEST-ALL,BIN-PA-ALL NON-PEST-ALL,ARB-PA-ALL NON-PEST-ALL,OMY-PA-ALL NON-PEST-ALL","25,393,446,447,448,512,513,514,515,2047,2048,3009,3074,3140,3203,3266,3329,3454,3517,3611,3739,3803,3867,3931,4053,4119,4183,4247,4324,4388,4459,4523,4642,4706,4770,4834,4899,4963,5027,5155,5453,5522,5841,6371,6841,6842,6843,7986,8654,8725,8767,9072,9138,9204,9666,9667,9668,9669,9670,9671,9672,9673,9674,9675,9676,9677,9678,9679,9992,10320,10326,12800,12921,12922,12924,12925,13274,13275,13276,13277,11272,11478,11169,13146,11375",https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer/manufacturers-and-guarantors.html,,,,Mid Year
PA-Fertilizer License,PA,Pennslyvania,Fertilizer License,,Fertilizer,N/A,> 0,,,No,No,License,Annual,06,$50.00,$50.00,,$/License,,,David Dressler,davdressle@pa.gov,,,(717) 787-4737,davdressle@pa.gov,,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,,3 Months,30,,,,,,,,Online Portal,Updated labels,,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,,,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,,,,,PA Dept of Ag / Plant Industry,Div. Agrinomic and Reg Svcs,2301 North Cameron Street,Harrisburg,PA,17110,Fertilizer,"511,982,1717,2050,2354,3554,5611,5805,6372,6840,8655,12926,13272,13383,13438,13521","VER-PA-ALL NON-PEST-ALL,NLS-PA-ALL NON-PEST-ALL,MAN-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,ABM-PA-ALL NON-PEST-ALL,GWB-PA-ALL NON-PEST-ALL,COR-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,AGR-PA-ALL NON-PEST-ALL,EEA-PA-ALL NON-PEST-ALL,BOR-PA-ALL NON-PEST-ALL,BIN-PA-ALL NON-PEST-ALL,ARB-PA-ALL NON-PEST-ALL,OMY-PA-ALL NON-PEST-ALL","511,982,1717,2050,2354,3554,5611,5805,6372,6840,8655,12926,13272,13438",https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer/manufacturers-and-guarantors.html,,,,Mid Year
PA-SA Inspection fees > 15 lbs,PA,Pennslyvania,SA Inspection fees > 15 lbs,,Amendment/Conditioner,N/A,,,> 15 lbs,,Yes,Tonnage/Mill,Semi-Annual,,,,$0.1500,$/Ton Sold,,,David Dressler,davdressle@pa.gov,,,(717) 787-4737,davdressle@pa.gov,,,,,,,,,,,,,,,,,,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/plant-industry/agronomic-products/soil-and-plant-amendments.html,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,,,,,,,,,,,Tonnage,"1177,1288,1435,2355,2501,5675,6705,6956,8814,8937,10870,10875,10878,12927","VER-PA-ALL NON-PEST-ALL,NLS-PA-ALL NON-PEST-ALL,MAN-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,ABM-PA-ALL NON-PEST-ALL,GWB-PA-ALL NON-PEST-ALL,COR-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,AGR-PA-ALL NON-PEST-ALL,EEA-PA-ALL NON-PEST-ALL,BOR-PA-ALL NON-PEST-ALL,BIN-PA-ALL NON-PEST-ALL,ARB-PA-ALL NON-PEST-ALL,OMY-PA-ALL NON-PEST-ALL","1177,1288,1435,2355,2501,5675,6705,6956,8814,8937,10870,10875,10878,12927",,,,"01,07",
PA-SA Inspection fees ≤ 15 lbs,PA,Pennslyvania,SA Inspection fees ≤ 15 lbs,,Amendment/Conditioner,N/A,,,≤ 15 lbs,,Yes,Tonnage/Mill,Annual,,,,,$/Ton Sold,$25.00,,David Dressler,davdressle@pa.gov,,,(717) 787-4737,davdressle@pa.gov,,,,,,,,,,,,,,,,,,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/plant-industry/agronomic-products/soil-and-plant-amendments.html,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,,,,,,,,,,,Tonnage,"1178,1289,2502,5321,5676,6706,6957,8938,10871,10873,10876,10879,12928","VER-PA-ALL NON-PEST-ALL,NLS-PA-ALL NON-PEST-ALL,MAN-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,ABM-PA-ALL NON-PEST-ALL,GWB-PA-ALL NON-PEST-ALL,COR-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,AGR-PA-ALL NON-PEST-ALL,EEA-PA-ALL NON-PEST-ALL,BOR-PA-ALL NON-PEST-ALL,BIN-PA-ALL NON-PEST-ALL,ARB-PA-ALL NON-PEST-ALL,OMY-PA-ALL NON-PEST-ALL","1178,1289,2502,5321,5676,6706,6957,8938,10871,10873,10876,10879,12928",,,,01,
PA-Soil and Plant Amendment,PA,Pennslyvania,Soil and Plant Amendment,,"Amendment/Conditioner,Surfactant/Wetting Agent,Biological Inoculant","Foliar,Seed,Soil",0,,,Yes,Yes,Registration,Annual,06,$25.00,$25.00,,$/Registration,,,David Dressler,davdressle@pa.gov,,,(717) 787-4737,davdressle@pa.gov,,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/plant-industry/agronomic-products/soil-and-plant-amendments.html,Label,3 Months,30,Easy,,Yes,,,,,Online Portal,Updated labels,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/plant-industry/agronomic-products/soil-and-plant-amendments.html,,,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,"Name Change,Guarantee Change,Registrant Change",,,,PA Dept of Ag / Plant Industry,Div. Agrinomic and Reg Svcs,2301 North Cameron Street,Harrisburg,PA,17110,Biostimulant,"82,145,163,392,449,187,224,256,287,543,558,578,602,967,1213,112,1287,1326,1434,1696,1698,1702,1706,1708,1722,1725,1727,1729,1732,1734,1743,1746,1750,1754,1758,1762,1764,1771,1993,2356,2357,2358,2359,2360,2361,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2569,2599,3676,3991,4580,5212,5267,5582,5740,6056,6108,6152,6282,2362,6411,7018,7070,7717,7580,7646,7249,7382,7448,7514,7183,7781,7842,7923,8159,8238,8302,8366,8479,8897,9282,9920,10065,10143,10222,10301,10607,10828,11001,11076,11644,11799,11877,11955,12033,12111,12189,12267,12345,12423,12501,12579,12657,12735,650,12873,12929,12930,13232,13324,13533,13964,14031,11566,14064","VER-PA-ALL NON-PEST-ALL,NLS-PA-ALL NON-PEST-ALL,MAN-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,ABM-PA-ALL NON-PEST-ALL,GWB-PA-ALL NON-PEST-ALL,COR-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,AGR-PA-ALL NON-PEST-ALL,EEA-PA-ALL NON-PEST-ALL,BOR-PA-ALL NON-PEST-ALL,BIN-PA-ALL NON-PEST-ALL,ARB-PA-ALL NON-PEST-ALL,OMY-PA-ALL NON-PEST-ALL","82,112,145,163,187,224,256,287,392,449,543,558,578,602,650,967,1213,1287,1326,1434,1696,1698,1702,1706,1708,1722,1725,1727,1729,1732,1734,1743,1746,1750,1754,1758,1762,1764,1771,1993,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2569,2599,3676,3991,4580,5212,5267,5582,5740,6056,6108,6152,6282,6411,7018,7070,7183,7249,7382,7448,7514,7580,7646,7717,7781,7842,7923,8159,8238,8302,8366,8479,8897,9282,9920,10065,10143,10222,10301,10607,10828,11001,11076,12873,12929,12930,13324,11644,11799,11955,11877,12033,13232,12111,12189,12267,12345,12423,12735,12501,12579,12657,11566",https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer/manufacturers-and-guarantors.html,,,,Mid Year
PA-Soil and Plant Amendment License,PA,Pennslyvania,Soil and Plant Amendment License,,"Amendment/Conditioner,Surfactant/Wetting Agent,Biological Inoculant",N/A,0,,,No,No,License,Annual,06,$25.00,$25.00,,$/License,,,David Dressler,davdressle@pa.gov,,,(717) 787-4737,davdressle@pa.gov,,Online Portal,https://www.pa.gov/en/agencies/pda/plants-land-water/plant-industry/agronomic-products/soil-and-plant-amendments.html,,3 Months,30,,,,,,,,Online Portal,Updated labels,,https://www.pa.gov/en/agencies/pda/plants-land-water/plant-industry/agronomic-products/soil-and-plant-amendments.html,,,https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer.html,,,,,PA Dept of Ag / Plant Industry,Div. Agrinomic and Reg Svcs,2301 North Cameron Street,Harrisburg,PA,17110,Biostimulant,"391,626,901,961,1286,1766,2028,2375,2641,3562,5803,7850,8095,10946,12931,13452","VER-PA-ALL NON-PEST-ALL,NLS-PA-ALL NON-PEST-ALL,MAN-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,ABM-PA-ALL NON-PEST-ALL,GWB-PA-ALL NON-PEST-ALL,COR-PA-ALL NON-PEST-ALL,SYM-PA-ALL NON-PEST-ALL,AGR-PA-ALL NON-PEST-ALL,EEA-PA-ALL NON-PEST-ALL,BOR-PA-ALL NON-PEST-ALL,BIN-PA-ALL NON-PEST-ALL,ARB-PA-ALL NON-PEST-ALL,OMY-PA-ALL NON-PEST-ALL","391,626,901,961,1286,1766,2028,2375,2641,3562,5803,7850,8095,10946,12931,13452",https://www.pa.gov/en/agencies/pda/plants-land-water/fertilizer/manufacturers-and-guarantors.html,,,,Mid Year
RI-Ag Lime Product,RI,Rhode Island,Ag Lime Product,,Liming Material,N/A,,,,No,Yes,Registration,Annual,12,$20.00,$20.00,,,,,,,,,,,RI Dept Env Mgmt.,,https://demri.my.site.com/agr/s/login/,,,30,,,,,,,,Online Portal,,,https://demri.my.site.com/agr/s/login/,,https://demri.my.site.com/agr/s/login/,http://www.dem.ri.gov/,,,,,,,,,,,,"9680,9681,9682,9683,9684,9685,9686,9687,9688,9689,9690,9691","BOR-RI-Fertilizer-ALL,ARB-RI-Fertilizer-ALL,COR-RI-Soil/Plant Amendment-ALL,GWB-RI-Soil/Plant Amendment-ALL,VER-RI-ALL NON-PEST-ALL,EEA-RI-Soil/Plant Amendment-ALL,OMY-RI-Fertilizer-ALL,BIN-RI-Soil/Plant Amendment-ALL,PLL-RI-Soil/Plant Amendment-ALL","9680,9681,9682,9683,9684,9685,9686,9687,9688,9689,9690,9691",,,,,End of Year
RI-Beneficial Substance,RI,Rhode Island,Beneficial Substance,checked,"Biological Inoculant,Amendment/Conditioner,Surfactant/Wetting Agent",,,,,,,,,,,,,,,,,,,,,,RI Dept Env Mgmt.,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI-Commercial Fertilizer,RI,Rhode Island,Commercial Fertilizer,,Fertilizer,N/A,> 0,,,No,Yes,Registration,Annual,12,$100.00,$100.00,,$/Registration,,$0.00,Olivia Massotti,,,,(401) 222-2781 x 2774517,ron.newman@dem.ri.gov,RI Dept Env Mgmt.,Online Portal,https://demri.my.site.com/agr/s/login/,"Label,SDS",2 Months,30,Easy,,,,,,,Online Portal,Updated labels,Online Portal,https://demri.my.site.com/agr/s/login/,,https://demri.my.site.com/agr/s/login/,http://www.dem.ri.gov/,"Name Change,Guarantee Change,Registrant Change",,,"Efficacy is required to support claims.  If no claims, no efficacy required.",Rhode Island Dept of Env. Mgmt,Divison of Ag and Marketing Section,235 Promenade Street,Providence,RI,02908,Fertilizer,"395,516,517,518,519,1915,1916,1917,3010,3075,3141,3204,3267,3330,3455,3518,3612,3740,3804,3868,3932,4054,4120,4184,4248,4325,4389,4460,4524,4643,4707,4771,4835,4900,4964,5028,5156,5380,5454,5523,6373,6844,6845,6846,7952,7987,8656,8718,8768,9022,9088,9154,9993,10544,10677,11170,11273,11376,11479,12801,13147,13734","ARB-RI-Fertilizer-ALL,BOR-RI-Fertilizer-ALL,COR-RI-Soil/Plant Amendment-ALL,GWB-RI-Soil/Plant Amendment-ALL,VER-RI-ALL NON-PEST-ALL,EEA-RI-Soil/Plant Amendment-ALL,OMY-RI-Fertilizer-ALL,BIN-RI-Soil/Plant Amendment-ALL,PLL-RI-Soil/Plant Amendment-ALL","395,516,517,518,519,1915,1916,1917,3010,3075,3141,3204,3267,3330,3455,3518,3612,3740,3804,3868,3932,4054,4120,4184,4248,4325,4389,4460,4524,4643,4707,4771,4835,4900,4964,5028,5156,5380,5454,5523,6373,6844,6845,6846,7952,7987,8656,8718,8768,9022,9088,9154,9993,10544,10677,12801,11170,11273,13147,11376,11479",,,,,End of Year
RI-Soil Amendment,RI,Rhode Island,Soil Amendment,,"Amendment/Conditioner,Surfactant/Wetting Agent,Biological Inoculant",N/A,0,,,Yes,No,Registration,Annual,12,$50.00,$50.00,,$/Registration,,,Olivia Mossatti,,,,(401) 222-2781 x 2774517,ron.newman@dem.ri.gov,RI Dept Env Mgmt.,Online Portal,https://demri.my.site.com/agr/s/login/,Label,2 Months,30,Easy,Sufficient to support label claims,,,,,,Online Portal,Updated labels,Online Portal,https://demri.my.site.com/agr/s/login/,,https://demri.my.site.com/agr/s/login/,http://www.dem.ri.gov/,"Name Change,Guarantee Change,Registrant Change",,,"Improves soil charateristics

 Pete Susi confirmed registration will be required for biomulch

 Pete also verified Inoculants are not regulated as they do nothing to the soil.",Rhode Island Dept of Env. Mgmt,Divison of Ag and Marketing Section,235 Promenade Street,Providence,RI,02908,Biostimulant,"15,394,544,559,968,1290,1355,1436,1910,1911,1912,1913,1914,1994,2376,2570,2600,3677,3992,4581,5213,5268,5583,5741,6062,6113,6157,6183,6209,6235,6261,6287,6313,6339,6412,7019,7071,7718,7581,7647,7250,7383,7317,7449,7515,7184,7805,7924,8160,8239,8303,8367,8480,8898,9283,9921,10066,10144,10223,10302,10349,10608,10829,11002,11077,11567,11645,11800,11878,11956,12034,12112,12190,12268,12346,12424,12502,12580,12658,12736,12874,13233,13325,13965,13966,13967,13968,14026,14071","ARB-RI-Fertilizer-ALL,BOR-RI-Fertilizer-ALL,COR-RI-Soil/Plant Amendment-ALL,GWB-RI-Soil/Plant Amendment-ALL,VER-RI-ALL NON-PEST-ALL,EEA-RI-Soil/Plant Amendment-ALL,OMY-RI-Fertilizer-ALL,BIN-RI-Soil/Plant Amendment-ALL,PLL-RI-Soil/Plant Amendment-ALL","15,394,544,559,968,1290,1355,1436,1910,1911,1912,1913,1914,1994,2376,2570,2600,3677,3992,4581,5213,5268,5583,5741,6062,6113,6157,6183,6209,6235,6261,6287,6313,6339,6412,7019,7071,7184,7250,7317,7383,7449,7515,7581,7647,7718,7805,7924,8160,8239,8303,8367,8480,8898,9283,9921,10066,10144,10223,10302,10349,10608,10829,11002,11077,12874,13325,11567,11645,11800,11956,11878,12034,13233,12112,12190,12268,12346,12424,12736,12502,12580,12658",,,,,End of Year
RI-Tonnage reports,RI,Rhode Island,Tonnage reports,,"Fertilizer,Liming Material",N/A,,,,No,Yes,Tonnage/Mill,Annual,,,,$0.1500,$/Ton Sold,,,Ron Newman,ron.newman@dem.ri.gov,,,(401) 222-2781 x 2774517,ron.newman@dem.ri.gov,RI Dept Env Mgmt.,,https://demri.my.site.com/agr/s/login/,,,,,,,,,,,,,,https://demri.my.site.com/agr/s/login/,Paper/Mail,https://demri.my.site.com/agr/s/login/,http://www.dem.ri.gov/,,,,Tonnage fees less than one dollar are waived,Rhode Island Dept of Env. Mgmt,Divison of Ag and Marketing Section,235 Promenade Street,Providence,RI,02908,Tonnage,"2503,5677,6707,6958,7114,8939,10920","ARB-RI-Fertilizer-ALL,BOR-RI-Fertilizer-ALL,COR-RI-Soil/Plant Amendment-ALL,GWB-RI-Soil/Plant Amendment-ALL,VER-RI-ALL NON-PEST-ALL,EEA-RI-Soil/Plant Amendment-ALL,OMY-RI-Fertilizer-ALL,BIN-RI-Soil/Plant Amendment-ALL,PLL-RI-Soil/Plant Amendment-ALL","2503,5677,6707,6958,7114,8939,10920",,,,07,
SC-Beneficial Substance,SC,South Carolina,Beneficial Substance,checked,"Biological Inoculant,Amendment/Conditioner,Surfactant/Wetting Agent",,,,,,,,,,,,,,,,,,,,,,Dept of Plant Ind,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-Commercial Fertilizer,SC,South Carolina,Commercial Fertilizer,,Fertilizer,N/A,> 0,,,No,Yes,Regulated with License,Annual,06,$0.00,$0.00,,$/Registration,,,Lauren Bramlett,lbramle@clemson.edu,,,(864) 646-2179,lbramle@clemson.edu,Dept of Plant Ind,Online Portal,https://www.kellysolutions.com/erenewals/login.aspx?ReturnUrl=/erenewals/Fertilizer/default_newreg.aspx,"Label,SDS",1 Month,30,Moderate,,,,,,,Online Portal,Updated labels,Online Portal,https://www.kellysolutions.com/erenewals/login.aspx?ReturnUrl=/erenewals/Fertilizer/default_newreg.aspx,,,http://www.clemson.edu/public/regulatory/plant_industry/,"Name Change,Guarantee Change,Registrant Change",,,No cost beyond the license fee and the tonnage on products over 10lbs. Products under 10lbs are considered specialty fertilizers,Clemson University,Department of Plant Industry,511 Westinghouse Rd,Pendelton,SC,29670,Fertilizer,"397,3011,5381,5455,5524,5843,5905,5932,5946,5960,5974,6848,6849,6850,7988,8395,8396,8657,8715,8769,9994,10678,11171,11274,11377,11480,12802,13148,13466,13495","VER-SC-Fertilizer-Product Registration,SYM-SC-Fertilizer-Product Registration,AAS-SC-Fertilizer-Product Registration,EEA-SC-Fertilizer-Product Registration","397,3011,5381,5455,5524,5843,5905,5932,5946,5960,5974,6848,6849,6850,7988,8395,8396,8657,8715,8769,9994,10678,11171,11274,11377,11480,12802,13148,11568,11646,11801,11957,11879,12035,13234,12113,12191,12269,12347,12425,12737,12503,12581,12659",,,,,Mid Year
SC-Fertilizer License,SC,South Carolina,Fertilizer License,,Fertilizer,N/A,> 0,,,No,No,License,Annual,06,$100.00,$100.00,,$/License,,,Lauren Bramlett,lbramle@clemson.edu,,,(864) 646-2179,lbramle@clemson.edu,Dept of Plant Ind,Online Portal,https://www.kellysolutions.com/clemson/Fertilizer/index.asp,,1 Month,30,,,,,,,,Online Portal,,,https://www.kellysolutions.com/clemson/Fertilizer/index.asp,,,http://www.clemson.edu/public/regulatory/plant_industry/,,,,,Clemson University,Department of Plant Industry,511 Westinghouse Rd,Pendelton,SC,29670,Fertilizer,"2029,3555,5612,5988,6847,44,7864,8109,8658,9232,13384,13522,13440","ARB-SC-Fertilizer-Company License,SYM-SC-Fertilizer-Company License,BOR-SC-Fertilizer-Company License,AAS-SC-Fertilizer-Company License","44,2029,3555,5612,5988,6847,7864,8109,8658,9232,13440",,,,,Mid Year
SC-Fertilizer Permit,SC,South Carolina,Fertilizer Permit,,Fertilizer,N/A,> 0,,,No,No,License,Annual,06,$0.00,$0.00,,$/License,,,Lauren Bramlett,lbramle@clemson.edu,,,(864) 646-2179,lbramle@clemson.edu,Dept of Plant Ind,Online Portal,https://www.kellysolutions.com/clemson/Fertilizer/index.asp,,1 Month,30,,,,,,,,Online Portal,,,https://www.kellysolutions.com/clemson/Fertilizer/index.asp,,,http://www.clemson.edu/public/regulatory/plant_industry/fertilizer_seed/fertilizer_inspection.html,,,,,Clemson University,Department of Plant Industry,511 Westinghouse Rd,Pendelton,SC,29670,Fertilizer,2042,,2042,,,,,Mid Year
SC-Fertilizer Quarterly Tonnage,SC,South Carolina,Fertilizer Quarterly Tonnage,,Fertilizer,N/A,,,,,Yes,Tonnage/Mill,Quarterly,,,,$1.5000,$/Ton Sold,,,Lauren Bramlett,lbramle@clemson.edu,,,(8640) 646-2179,lbramle@clemson.edu,Dept of Plant Ind,,,,,,,,,,,,,,,,,Online Portal,https://www.kellysolutions.com/clemson/fertilizer/tonnage/login.asp,http://www.clemson.edu/public/regulatory/plant_industry/,,,,,,,,,,,Tonnage,"695,6708,6959,8496,8940,13560","VER-SC-Fertilizer-Tonnage Report,SYM-SC-Fertilizer-Tonnage Report,BOR-SC-Fertilizer-Tonnage Report,ARB-SC-Fertilizer-Tonnage Report,EEA-SC-Fertilizer-Tonnage Report","695,6708,6959,8496,8940",,,,"01,04,07,10",
SC-Lime Permit,SC,South Carolina,Lime Permit,,Liming Material,N/A,,,,No,Yes,License,Annual,06,$20.00,$20.00,,,,,,,,,,,,,https://www.kellysolutions.com/clemson/Lime/index.asp,,,30,,,,,,,,,,,https://www.kellysolutions.com/clemson/Lime/index.asp,,,,,,,,,,,,,,,13397,,,,,,,Mid Year
SC-Lime Product,SC,South Carolina,Lime Product,,Liming Material,N/A,,,,,,Label Submission,Annual,06,,,,,,,,,,,,,,,https://www.kellysolutions.com/clemson/Lime/index.asp,,,30,,,,,,,,Online Portal,,,https://www.kellysolutions.com/clemson/Lime/index.asp,,,,,,,,,,,,,,,"9692,9693,9694,9695,9696,9697,9698,9699,9700,9701,9702,9703,9704,9705,9706,9707",OMY-SC-Lime-Product Registration,"9692,9693,9694,9695,9696,9697,9698,9699,9700,9701,9702,9703,9704,9705,9706,9707",,,,,Mid Year
SC-Lime Tonnage,SC,South Carolina,Lime Tonnage,,Liming Material,N/A,,,,No,Yes,Tonnage/Mill,Quarterly,,,,$0.5000,$/Ton Sold,,,,,,,,,,,,,,,,,,,,,,,,,,Online Portal,https://www.kellysolutions.com/clemson/lime/tonnage/login.asp,,,,,,,,,,,,Tonnage,9000,OMY-SC-Lime-Tonnage Report,9000,,,,"01,04,07,10",
SC-SA Inspection Fee,SC,South Carolina,SA Inspection Fee,,Amendment/Conditioner,N/A,,,,,Yes,Tonnage/Mill,Quarterly,,,,$1.0000,$/Ton Sold,$0.00,$10.00,Lauren Bramlett,lbramle@clemson.edu,,,(8640) 646-2179,lbramle@clemson.edu,Dept of Plant Ind,,,,,,,,,,,,,,,,,Online Portal,https://www.kellysolutions.com/clemson/soil/tonnage/login.asp,http://www.clemson.edu/public/regulatory/plant_industry/,,,,"I don't think the electronic fertilizer tonnage includes soil amendments
 or the zero sale reports can be emailed to",,,,,,,Tonnage,"677,722,1292,1407,1777,32,2377,5678,6709,6960,8941,10921,13351,13559","VER-SC-Soil/Plant Amendment-Tonnage Report,SYM-SC-Soil/Plant Amendment-Tonnage Report,GWB-SC-Soil/Plant Amendment-Tonnage Report,COR-SC-Soil/Plant Amendment-Tonnage Report,ABM-SC-Soil/Plant Amendment-Tonnage Report,EEA-SC-Soil/Plant Amendment-Tonnage Report,COR-SC-Soil/Plant Amendment-Tonnage Report,BIN-SC-Soil/Plant Amendment-Tonnage Report,IBA-SC-Soil/Plant Amendment-Tonnage Report","32,677,722,1292,1407,1777,2377,5678,6709,6960,8941,10921",,,,"01,04,07,10",
SC-Soil Amendment,SC,South Carolina,Soil Amendment,,"Amendment/Conditioner,Surfactant/Wetting Agent,Biological Inoculant","Seed,Soil",0,,,Yes,Yes,Registration,Annual,06,$100.00,$100.00,,$/Registration,,,Lauren Bramlett,lbramle@clemson.edu,,,(864) 646-2179,lbramle@clemson.edu,Dept of Plant Ind,Online Portal,https://www.kellysolutions.com/clemson/soil/index.asp,"Label,Efficacy",1 Month,30,Moderate,Sufficient to support claims,,,,,,Online Portal,Updated labels,Online Portal,https://www.kellysolutions.com/clemson/soil/index.asp,,,http://www.clemson.edu/public/regulatory/plant_industry/,"Name Change,Guarantee Change,Registrant Change",,,,Clemson University,Department of Plant Industry,511 Westinghouse Rd,Pendelton,SC,29670,Biostimulant,"83,98,146,396,164,188,225,257,288,304,579,603,627,651,878,969,51,1291,1406,1695,1697,1709,1749,1751,1755,1759,1995,2378,2379,2380,2381,2382,2383,2384,2385,2464,2472,2571,2601,2949,3678,3993,4582,5214,5269,5584,5742,6064,6115,6159,6211,6237,6263,6315,2451,6413,7020,7072,7719,7582,7648,7251,7384,7318,7450,7516,7185,7806,7925,8161,8193,8257,8321,8481,8899,9922,10067,10145,10224,10303,10609,10830,11003,11078,11568,11646,11801,11879,11957,12035,12113,12191,12269,12347,12425,12503,12581,12659,12737,12875,13234,13326,13969,13970,14013,14070","VER-SC-Soil/Plant Amendment-Product Registration,SYM-SC-Soil/Plant Amendment-Product Registration,GWB-SC-Soil/Plant Amendment-Product Registration,ABM-SC-Soil/Plant Amendment-Product Registration,AGR-SC-Soil/Plant Amendment-Product Registration,EEA-SC-Soil/Plant Amendment-Product Registration,COR-SC-Soil/Plant Amendment-Product Registration,AAS-SC-Soil/Plant Amendment-Product Registration,BIN-SC-Soil/Plant Amendment-Product Registration","51,83,98,146,164,188,225,257,288,304,396,579,603,627,651,878,969,1291,1406,1695,1697,1709,1749,1751,1755,1759,1995,2378,2379,2380,2381,2382,2383,2384,2385,2451,2464,2472,2571,2601,2949,3678,3993,4582,5214,5269,5584,5742,6064,6115,6159,6211,6237,6263,6315,6413,7020,7072,7185,7251,7318,7384,7450,7516,7582,7648,7719,7806,7925,8161,8193,8257,8321,8481,8899,9922,10067,10145,10224,10303,10609,10830,11003,11078,12875,13326",,Pre-approval before payment.,,,Mid Year
